"Element","Item","Average","R_origin","R_recipients"
"Fat supply quantity (g/capita/day)","Maize",1.30231074895568,"America_Central_and_Mexico","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)",NA,NA,"America_North","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)",NA,NA,"America_South_andean","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)","Tea",0,"America_South_temperate","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)",NA,NA,"America_South_tropical","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)",NA,NA,"Asia_Central","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)","Soybean",4.76726563887233,"Asia_East","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)","Rice",3.73083587259917,"Asia_East","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)","Rice",3.73083587259917,"Asia_South","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)","Coconuts",1.8372468187228,"Asia_South","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)","Rice",3.73083587259917,"Asia_Southeast","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)","Coconuts",1.8372468187228,"Asia_Southeast","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)",NA,NA,"Asia_West","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_north","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_south","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_north","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_south","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)",NA,NA,"Mediterranean_SouthandEast","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)","NA",NA,"Pacific_Region_ausnz","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)","Coconuts",1.8372468187228,"Pacific_Region_tropical","Africa_Indian_Ocean_Islands"
"Fat supply quantity (g/capita/day)","Palm oil",8.14287985221958,"Africa_Central","Africa_Southern"
"Fat supply quantity (g/capita/day)","Cottonseed oil",1.066038374863,"Africa_East","Africa_Southern"
"Fat supply quantity (g/capita/day)","NA",NA,"Africa_Indian_Ocean_Islands","Africa_Southern"
"Fat supply quantity (g/capita/day)","Cottonseed oil",1.066038374863,"Africa_Southern","Africa_Southern"
"Fat supply quantity (g/capita/day)","Palm oil",8.14287985221958,"Africa_West","Africa_Southern"
"Fat supply quantity (g/capita/day)","Cottonseed oil",1.066038374863,"America_Caribbean","Africa_Southern"
"Fat supply quantity (g/capita/day)","Maize",9.50306976621566,"America_Central_and_Mexico","Africa_Southern"
"Fat supply quantity (g/capita/day)","Palm oil",8.14287985221958,"America_Central_and_Mexico","Africa_Southern"
"Fat supply quantity (g/capita/day)","Cottonseed oil",1.066038374863,"America_Central_and_Mexico","Africa_Southern"
"Fat supply quantity (g/capita/day)","Sunflower",6.76848924013967,"America_North","Africa_Southern"
"Fat supply quantity (g/capita/day)",NA,NA,"America_South_andean","Africa_Southern"
"Fat supply quantity (g/capita/day)","Tea",0,"America_South_temperate","Africa_Southern"
"Fat supply quantity (g/capita/day)","Palm oil",8.14287985221958,"America_South_tropical","Africa_Southern"
"Fat supply quantity (g/capita/day)","Groundnut",3.86235173264855,"America_South_tropical","Africa_Southern"
"Fat supply quantity (g/capita/day)","Cottonseed oil",1.066038374863,"America_South_tropical","Africa_Southern"
"Fat supply quantity (g/capita/day)","Wheat",1.0284384060086,"Asia_Central","Africa_Southern"
"Fat supply quantity (g/capita/day)","Soybean",9.6360410772586,"Asia_East","Africa_Southern"
"Fat supply quantity (g/capita/day)","Coconuts",1.417302969003,"Asia_South","Africa_Southern"
"Fat supply quantity (g/capita/day)","Coconuts",1.417302969003,"Asia_Southeast","Africa_Southern"
"Fat supply quantity (g/capita/day)","Wheat",1.0284384060086,"Asia_West","Africa_Southern"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_north","Africa_Southern"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_south","Africa_Southern"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_north","Africa_Southern"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_south","Africa_Southern"
"Fat supply quantity (g/capita/day)","Wheat",1.0284384060086,"Mediterranean_SouthandEast","Africa_Southern"
"Fat supply quantity (g/capita/day)","NA",NA,"Pacific_Region_ausnz","Africa_Southern"
"Fat supply quantity (g/capita/day)","Coconuts",1.417302969003,"Pacific_Region_tropical","Africa_Southern"
"Fat supply quantity (g/capita/day)","Palm oil",17.8720128434901,"Africa_Central","Africa_West"
"Fat supply quantity (g/capita/day)","Sorghum",2.0919552274653,"Africa_Central","Africa_West"
"Fat supply quantity (g/capita/day)","Millets",2.23376401346369,"Africa_East","Africa_West"
"Fat supply quantity (g/capita/day)","Sorghum",2.0919552274653,"Africa_East","Africa_West"
"Fat supply quantity (g/capita/day)","Cottonseed oil",1.16444468259607,"Africa_East","Africa_West"
"Fat supply quantity (g/capita/day)","NA",NA,"Africa_Indian_Ocean_Islands","Africa_West"
"Fat supply quantity (g/capita/day)","Millets",2.23376401346369,"Africa_Southern","Africa_West"
"Fat supply quantity (g/capita/day)","Sorghum",2.0919552274653,"Africa_Southern","Africa_West"
"Fat supply quantity (g/capita/day)","Cottonseed oil",1.16444468259607,"Africa_Southern","Africa_West"
"Fat supply quantity (g/capita/day)","Palm oil",17.8720128434901,"Africa_West","Africa_West"
"Fat supply quantity (g/capita/day)","Millets",2.23376401346369,"Africa_West","Africa_West"
"Fat supply quantity (g/capita/day)","Sorghum",2.0919552274653,"Africa_West","Africa_West"
"Fat supply quantity (g/capita/day)","Cottonseed oil",1.16444468259607,"America_Caribbean","Africa_West"
"Fat supply quantity (g/capita/day)","Palm oil",17.8720128434901,"America_Central_and_Mexico","Africa_West"
"Fat supply quantity (g/capita/day)","Maize",2.57116031858798,"America_Central_and_Mexico","Africa_West"
"Fat supply quantity (g/capita/day)","Cottonseed oil",1.16444468259607,"America_Central_and_Mexico","Africa_West"
"Fat supply quantity (g/capita/day)",NA,NA,"America_North","Africa_West"
"Fat supply quantity (g/capita/day)",NA,NA,"America_South_andean","Africa_West"
"Fat supply quantity (g/capita/day)","Tea",0,"America_South_temperate","Africa_West"
"Fat supply quantity (g/capita/day)","Palm oil",17.8720128434901,"America_South_tropical","Africa_West"
"Fat supply quantity (g/capita/day)","Groundnut",14.1025895522258,"America_South_tropical","Africa_West"
"Fat supply quantity (g/capita/day)","Cottonseed oil",1.16444468259607,"America_South_tropical","Africa_West"
"Fat supply quantity (g/capita/day)",NA,NA,"Asia_Central","Africa_West"
"Fat supply quantity (g/capita/day)","Millets",2.23376401346369,"Asia_East","Africa_West"
"Fat supply quantity (g/capita/day)","Soybean",1.4410924118049,"Asia_East","Africa_West"
"Fat supply quantity (g/capita/day)","Millets",2.23376401346369,"Asia_South","Africa_West"
"Fat supply quantity (g/capita/day)","Millets",2.23376401346369,"Asia_Southeast","Africa_West"
"Fat supply quantity (g/capita/day)",NA,NA,"Asia_West","Africa_West"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_north","Africa_West"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_south","Africa_West"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_north","Africa_West"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_south","Africa_West"
"Fat supply quantity (g/capita/day)",NA,NA,"Mediterranean_SouthandEast","Africa_West"
"Fat supply quantity (g/capita/day)","NA",NA,"Pacific_Region_ausnz","Africa_West"
"Fat supply quantity (g/capita/day)",NA,NA,"Pacific_Region_tropical","Africa_West"
"Fat supply quantity (g/capita/day)","Palm oil",7.51385235513581,"Africa_Central","America_Caribbean"
"Fat supply quantity (g/capita/day)","Rice",1.06213174880493,"Africa_Central","America_Caribbean"
"Fat supply quantity (g/capita/day)",NA,NA,"Africa_East","America_Caribbean"
"Fat supply quantity (g/capita/day)","NA",NA,"Africa_Indian_Ocean_Islands","America_Caribbean"
"Fat supply quantity (g/capita/day)",NA,NA,"Africa_Southern","America_Caribbean"
"Fat supply quantity (g/capita/day)","Palm oil",7.51385235513581,"Africa_West","America_Caribbean"
"Fat supply quantity (g/capita/day)","Rice",1.06213174880493,"Africa_West","America_Caribbean"
"Fat supply quantity (g/capita/day)",NA,NA,"America_Caribbean","America_Caribbean"
"Fat supply quantity (g/capita/day)","Palm oil",7.51385235513581,"America_Central_and_Mexico","America_Caribbean"
"Fat supply quantity (g/capita/day)","Maize",2.2756821211478,"America_Central_and_Mexico","America_Caribbean"
"Fat supply quantity (g/capita/day)",NA,NA,"America_North","America_Caribbean"
"Fat supply quantity (g/capita/day)",NA,NA,"America_South_andean","America_Caribbean"
"Fat supply quantity (g/capita/day)","Tea",0,"America_South_temperate","America_Caribbean"
"Fat supply quantity (g/capita/day)","Palm oil",7.51385235513581,"America_South_tropical","America_Caribbean"
"Fat supply quantity (g/capita/day)","Wheat",1.27867309489605,"Asia_Central","America_Caribbean"
"Fat supply quantity (g/capita/day)","Soybean",18.9052339749359,"Asia_East","America_Caribbean"
"Fat supply quantity (g/capita/day)","Rice",1.06213174880493,"Asia_East","America_Caribbean"
"Fat supply quantity (g/capita/day)","Coconuts",3.59695221449565,"Asia_South","America_Caribbean"
"Fat supply quantity (g/capita/day)","Rice",1.06213174880493,"Asia_South","America_Caribbean"
"Fat supply quantity (g/capita/day)","Coconuts",3.59695221449565,"Asia_Southeast","America_Caribbean"
"Fat supply quantity (g/capita/day)","Rice",1.06213174880493,"Asia_Southeast","America_Caribbean"
"Fat supply quantity (g/capita/day)","Wheat",1.27867309489605,"Asia_West","America_Caribbean"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_north","America_Caribbean"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_south","America_Caribbean"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_north","America_Caribbean"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_south","America_Caribbean"
"Fat supply quantity (g/capita/day)","Wheat",1.27867309489605,"Mediterranean_SouthandEast","America_Caribbean"
"Fat supply quantity (g/capita/day)","NA",NA,"Pacific_Region_ausnz","America_Caribbean"
"Fat supply quantity (g/capita/day)","Coconuts",3.59695221449565,"Pacific_Region_tropical","America_Caribbean"
"Fat supply quantity (g/capita/day)","Palm oil",8.32862736456743,"Africa_Central","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)",NA,NA,"Africa_East","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","NA",NA,"Africa_Indian_Ocean_Islands","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)",NA,NA,"Africa_Southern","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Palm oil",8.32862736456743,"Africa_West","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)",NA,NA,"America_Caribbean","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Maize",10.5330253065775,"America_Central_and_Mexico","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Palm oil",8.32862736456743,"America_Central_and_Mexico","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)",NA,NA,"America_North","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)",NA,NA,"America_South_andean","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Tea",0,"America_South_temperate","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Palm oil",8.32862736456743,"America_South_tropical","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Groundnut",1.49180673410129,"America_South_tropical","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)",NA,NA,"Asia_Central","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Soybean",12.4638864205851,"Asia_East","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Coconuts",1.8363986972927,"Asia_South","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Coconuts",1.8363986972927,"Asia_Southeast","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)",NA,NA,"Asia_West","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_north","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Rape & mustard",3.0318253915382,"Europe_Eastern_south","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_north","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Rape & mustard",3.0318253915382,"Europe_Western_south","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Rape & mustard",3.0318253915382,"Mediterranean_SouthandEast","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","NA",NA,"Pacific_Region_ausnz","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)","Coconuts",1.8363986972927,"Pacific_Region_tropical","America_Central_and_Mexico"
"Fat supply quantity (g/capita/day)",NA,NA,"Africa_Central","America_North"
"Fat supply quantity (g/capita/day)","Olives",2.71264358550254,"Africa_East","America_North"
"Fat supply quantity (g/capita/day)","Cottonseed oil",2.15550111303846,"Africa_East","America_North"
"Fat supply quantity (g/capita/day)","NA",NA,"Africa_Indian_Ocean_Islands","America_North"
"Fat supply quantity (g/capita/day)","Cottonseed oil",2.15550111303846,"Africa_Southern","America_North"
"Fat supply quantity (g/capita/day)",NA,NA,"Africa_West","America_North"
"Fat supply quantity (g/capita/day)","Cottonseed oil",2.15550111303846,"America_Caribbean","America_North"
"Fat supply quantity (g/capita/day)","Maize",6.52315313386382,"America_Central_and_Mexico","America_North"
"Fat supply quantity (g/capita/day)","Cottonseed oil",2.15550111303846,"America_Central_and_Mexico","America_North"
"Fat supply quantity (g/capita/day)","Cocoa beans",1.20098535472684,"America_Central_and_Mexico","America_North"
"Fat supply quantity (g/capita/day)","Sunflower",1.62019707058478,"America_North","America_North"
"Fat supply quantity (g/capita/day)",NA,NA,"America_South_andean","America_North"
"Fat supply quantity (g/capita/day)","Tea",0,"America_South_temperate","America_North"
"Fat supply quantity (g/capita/day)","Groundnut",4.99211851171615,"America_South_tropical","America_North"
"Fat supply quantity (g/capita/day)","Cottonseed oil",2.15550111303846,"America_South_tropical","America_North"
"Fat supply quantity (g/capita/day)","Cocoa beans",1.20098535472684,"America_South_tropical","America_North"
"Fat supply quantity (g/capita/day)","Wheat",2.78407234881976,"Asia_Central","America_North"
"Fat supply quantity (g/capita/day)","Soybean",53.7857231432423,"Asia_East","America_North"
"Fat supply quantity (g/capita/day)",NA,NA,"Asia_South","America_North"
"Fat supply quantity (g/capita/day)",NA,NA,"Asia_Southeast","America_North"
"Fat supply quantity (g/capita/day)","Wheat",2.78407234881976,"Asia_West","America_North"
"Fat supply quantity (g/capita/day)","Olives",2.71264358550254,"Asia_West","America_North"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_north","America_North"
"Fat supply quantity (g/capita/day)","Rape & mustard",8.37175002848516,"Europe_Eastern_south","America_North"
"Fat supply quantity (g/capita/day)","Olives",2.71264358550254,"Europe_Eastern_south","America_North"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_north","America_North"
"Fat supply quantity (g/capita/day)","Rape & mustard",8.37175002848516,"Europe_Western_south","America_North"
"Fat supply quantity (g/capita/day)","Olives",2.71264358550254,"Europe_Western_south","America_North"
"Fat supply quantity (g/capita/day)","Rape & mustard",8.37175002848516,"Mediterranean_SouthandEast","America_North"
"Fat supply quantity (g/capita/day)","Wheat",2.78407234881976,"Mediterranean_SouthandEast","America_North"
"Fat supply quantity (g/capita/day)","Olives",2.71264358550254,"Mediterranean_SouthandEast","America_North"
"Fat supply quantity (g/capita/day)","NA",NA,"Pacific_Region_ausnz","America_North"
"Fat supply quantity (g/capita/day)",NA,NA,"Pacific_Region_tropical","America_North"
"Fat supply quantity (g/capita/day)","Palm oil",5.45092387493966,"Africa_Central","America_South_andean"
"Fat supply quantity (g/capita/day)",NA,NA,"Africa_East","America_South_andean"
"Fat supply quantity (g/capita/day)","NA",NA,"Africa_Indian_Ocean_Islands","America_South_andean"
"Fat supply quantity (g/capita/day)",NA,NA,"Africa_Southern","America_South_andean"
"Fat supply quantity (g/capita/day)","Palm oil",5.45092387493966,"Africa_West","America_South_andean"
"Fat supply quantity (g/capita/day)",NA,NA,"America_Caribbean","America_South_andean"
"Fat supply quantity (g/capita/day)","Palm oil",5.45092387493966,"America_Central_and_Mexico","America_South_andean"
"Fat supply quantity (g/capita/day)","Maize",1.39895411319419,"America_Central_and_Mexico","America_South_andean"
"Fat supply quantity (g/capita/day)","Sunflower",1.62637516839183,"America_North","America_South_andean"
"Fat supply quantity (g/capita/day)",NA,NA,"America_South_andean","America_South_andean"
"Fat supply quantity (g/capita/day)","Tea",0,"America_South_temperate","America_South_andean"
"Fat supply quantity (g/capita/day)","Palm oil",5.45092387493966,"America_South_tropical","America_South_andean"
"Fat supply quantity (g/capita/day)","Wheat",1.11754034428954,"Asia_Central","America_South_andean"
"Fat supply quantity (g/capita/day)","Soybean",13.6214575883832,"Asia_East","America_South_andean"
"Fat supply quantity (g/capita/day)",NA,NA,"Asia_South","America_South_andean"
"Fat supply quantity (g/capita/day)",NA,NA,"Asia_Southeast","America_South_andean"
"Fat supply quantity (g/capita/day)","Wheat",1.11754034428954,"Asia_West","America_South_andean"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_north","America_South_andean"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_south","America_South_andean"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_north","America_South_andean"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_south","America_South_andean"
"Fat supply quantity (g/capita/day)","Wheat",1.11754034428954,"Mediterranean_SouthandEast","America_South_andean"
"Fat supply quantity (g/capita/day)","NA",NA,"Pacific_Region_ausnz","America_South_andean"
"Fat supply quantity (g/capita/day)",NA,NA,"Pacific_Region_tropical","America_South_andean"
"Fat supply quantity (g/capita/day)",NA,NA,"Africa_Central","America_South_temperate"
"Fat supply quantity (g/capita/day)",NA,NA,"Africa_East","America_South_temperate"
"Fat supply quantity (g/capita/day)","NA",NA,"Africa_Indian_Ocean_Islands","America_South_temperate"
"Fat supply quantity (g/capita/day)",NA,NA,"Africa_Southern","America_South_temperate"
"Fat supply quantity (g/capita/day)",NA,NA,"Africa_West","America_South_temperate"
"Fat supply quantity (g/capita/day)",NA,NA,"America_Caribbean","America_South_temperate"
"Fat supply quantity (g/capita/day)","Maize",1.2641376470225,"America_Central_and_Mexico","America_South_temperate"
"Fat supply quantity (g/capita/day)","Sunflower",21.5736667514695,"America_North","America_South_temperate"
"Fat supply quantity (g/capita/day)",NA,NA,"America_South_andean","America_South_temperate"
"Fat supply quantity (g/capita/day)","Tea",0,"America_South_temperate","America_South_temperate"
"Fat supply quantity (g/capita/day)",NA,NA,"America_South_tropical","America_South_temperate"
"Fat supply quantity (g/capita/day)","Wheat",2.57892967994419,"Asia_Central","America_South_temperate"
"Fat supply quantity (g/capita/day)","Soybean",7.40599980710784,"Asia_East","America_South_temperate"
"Fat supply quantity (g/capita/day)",NA,NA,"Asia_South","America_South_temperate"
"Fat supply quantity (g/capita/day)",NA,NA,"Asia_Southeast","America_South_temperate"
"Fat supply quantity (g/capita/day)","Wheat",2.57892967994419,"Asia_West","America_South_temperate"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Eastern_north","America_South_temperate"
"Fat supply quantity (g/capita/day)","Rape & mustard",1.15709815542096,"Europe_Eastern_south","America_South_temperate"
"Fat supply quantity (g/capita/day)",NA,NA,"Europe_Western_north","America_South_temperate"
"Fat supply quantity (g/capita/day)","Rape & mustard",1.15709815542096,"Europe_Western_south","America_South_temperate"
"Fat supply quantity (g/capita/day)","Wheat",2.57892967994419,"Mediterranean_SouthandEast","America_South_temperate"
"Fat supply quantity (g/capita/day)","Rape & mustard",1.15709815542096,"Mediterranean_SouthandEast","America_South_temperate"
"Fat supply quantity (g/capita/day)","NA",NA,"Pacific_Region_ausnz","America_South_temperate"
"Fat supply quantity (g/capita/day)",NA,NA,"Pacific_Region_tropical","America_South_temperate"
"Fat supply quantity (g/capita/day)","Palm oil",16.8544498427536,"Africa_Central","America_South_tropical"
"Fat supply quantity (g/capita/day)","Cottonseed oil",2.65075929018706,"Africa_East","America_South_tropical"
"Fat supply quantity (g/capita/day)","NA",NA,"Africa_Indian_Ocean_Islands","America_South_tropical"
"Fat supply quantity (g/capita/day)","Cottonseed oil",2.65075929018706,"Africa_Southern","America_South_tropical"
"Fat supply quantity (g/capita/day)","Palm oil",16.8544498427536,"Africa_West","America_South_tropical"
"Fat supply quantity (g/capita/day)","Cottonseed oil",2.65075929018706,"America_Caribbean","America_South_tropical"
"Fat supply quantity (g/capita/day)","Palm oil",16.8544498427536,"America_Central_and_Mexico","America_South_tropical"
"Fat supply quantity (g/capita/day)","Maize",2.91042660077247,"America_Central_and_Mexico","America_South_tropical"
"Fat supply quantity (g/capita/day)","Cottonseed oil",2.65075929018706,"America_Central_and_Mexico","America_South_tropical"
"Fat supply quantity (g/capita/day)","Sunflower",1.80598614811377,"America_North","America_South_tropical"
"Fat supply quantity (g/capita/day)",NA,NA,"America_South_andean","America_South_tropical"
"Fat supply quantity (g/capita/day)","Tea",0,"America_South_temperate","America_South_tropical"
"Fat supply quantity (g/capita/day)","Palm oil",16.8544498427536,"America_South_tropical","America_South_tropical"
"Fat supply quantity (g/capita/day)","Cottonseed oil",2.65075929018706,"America_South_tropical","America_South_tropical"
"Fat supply quantity (g/capita/day)","Wheat",1.47136056946585,"Asia_Central","America_South_tropical"
"Fat supply quantity (g/capita/day)","Soybean",33.8029495932348,"Asia_East","America_South_tropical"
"Fat supply quantity (g/capita/day)","Coconuts",2.96467259177214,"Asia_South","America_South_tropical"
"Fat supply quantity (g/capita/day)","Coconuts",2.96467259177214,"Asia_Southeast","America_South_tropical"
"Fat supply quantity (g/capita/day)","Wheat",1.47136056946585,"Asia_West","America_South_tropical"
